"","facet","rate","nthreads","cc_ph","cc","zipf","label","commute_ratio","phasing","timeout_scaling","throughput","op_timeouts"
"587","80% update
zipf: 0.6",100,64,"boosting
 + combining","boosting
 + combining",0.6,"64@100 <0>","0.8","off",1000,7189.84251655102,0
"588","80% update
zipf: 0.6",100,96,"boosting
 + combining","boosting
 + combining",0.6,"96@100 <17>","0.8","off",1000,7138.09034058779,17
"589","80% update
zipf: 0.6",100,16,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"16@100 <0>","0.8","on",1000,6343.50552682149,0
"590","80% update
zipf: 0.6",100,64,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"64@100 <11>","0.8","on",1000,10667.8977329339,11
"591","80% update
zipf: 0.6",100,96,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"96@100 <47>","0.8","on",1000,10891.1821750326,47
"592","100% update
zipf: 0.6",100,16,"boosting
 + combining","boosting
 + combining",0.6,"16@100 <0>","1","off",1000,6341.94917088799,0
"593","100% update
zipf: 0.6",100,64,"boosting
 + combining","boosting
 + combining",0.6,"64@100 <2>","1","off",1000,10350.2850384702,2
"594","100% update
zipf: 0.6",100,96,"boosting
 + combining","boosting
 + combining",0.6,"96@100 <35396>","1","off",1000,4712.40866236972,35396
"595","100% update
zipf: 0.6",100,16,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"16@100 <0>","1","on",1000,6342.53893396214,0
"596","100% update
zipf: 0.6",100,64,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"64@100 <0>","1","on",1000,10465.9126766645,0
"597","100% update
zipf: 0.6",100,96,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"96@100 <18>","1","on",1000,4878.59846350663,18
